city,state,county,name,zip,state2,address,phone
Brewton,AL,escambia,Brewton Fire Department,36426,al,601 Saint Nicholas Avenue,251-867-7165
Brewton,AL,escambia,Brooklyn Volunteer Fire Department,36426,al,5071 Brooklyn Road,251-867-6142
East Brewton,AL,escambia,East Brewton Fire Department,36426,al,615 Forrest Avenue,251-867-4859
East Brewton,AL,escambia,Escambia County Fire & Rescue,36426,al,1409 Shoffner Street,251-867-9000
Flomaton,AL,escambia,Flomaton Fire & Rescue,36441,al,22576 Old US Highway 31,251-296-2439
Flomaton,AL,escambia,Friendship Volunteer Fire Department,36441,al,2001 Wolf Log Road,251-296-2955
Huxford,AL,escambia,Huxford Volunteer Fire Department,36543,al,451 Old Front St,251-294-5678
Brewton,AL,escambia,Mccall Volunteer Fire Department,36426,al,20 Catawba Lane,251-867-5339
Atmore,AL,escambia,Mccullough Volunteer Fire Department,36502,al,56 Lincoln Street,251-577-6556
Atmore,AL,escambia,Nokomis Volunteer Fire Department,36502,al,261 Lamb Drive,251-446-8928
Brewton,AL,escambia,Pineview-Foshee Volunteer Fire Department,36426,al,11315 Foshee Road,
Atmore,AL,escambia,Poarch Creek Indians Police Department,36502,al,5811 Jack Springs Road,251-368-8787
Brewton,AL,escambia,Wallace Volunteer Fire Department,36426,al,30171 Highway 41,251-867-6107
Altoona,AL,etowah,Altoona Fire Department,35952,al,560 Mount Pleasant Road,
Attalla,AL,etowah,Attalla Fire Department,35954,al,608 1st Street Northeast,256-538-8211
Gadsden,AL,etowah,City of Gadsden Fire Department,35901,al,322 Walnut Street,256-549-4566
Gadsden,AL,etowah,Coates Bend Volunteer Fire Department,35901,al,1140 Pulltight Road,256-543-1444
Altoona,AL,etowah,Egypt Volunteer Fire Department,35952,al,560 Mount Pleasant Road,256-538-2722
Gallant,AL,etowah,Gallant Volunteer Fire Department,35972,al,9090 Gallant Road,256-538-9957
Gadsden,AL,etowah,Highland Volunteer Fire Department,35904,al,5231 Tabor Road,256-546-2911
Attalla,AL,etowah,Keener Volunteer Fire Department,35954,al,65 Keener Lane,256-538-3315
Gadsden,AL,etowah,Lookout Mountain Volunteer Fire Department,35904,al,4640 Lay Springs Road,256-549-0803
Boaz,AL,etowah,Mountainboro Volunteer Fire Department,35956,al,11 North Main Street,256-593-0087
Boaz,AL,etowah,New Union Volunteer Fire Department,35956,al,3330 Buffington Road,256-593-9576
Rainbow,AL,etowah,Rainbow City Fire Chief,35906,al,3700 Rainbow Drive,256-413-1222
Attalla,AL,etowah,Reece City Volunteer Fire Department,35954,al,1023 Valley Drive,256-538-9662
Attalla,AL,etowah,Sand Valley Volunteer Fire Department,35954,al,2494 Sand Valley Road,256-538-5777
Southside,AL,etowah,Southside Fire Department,35907,al,2255 Alabama 77,256-442-2256
Gadsden,AL,etowah,Tidmore Bend Volunteer Fire,35901,al,1708 Tidmore Bend Road,256-543-3232
Altoona,AL,etowah,Walnut Grove Fire Department,35952,al,3991 Gadsden Blountsville Road,205-589-6400
Altoona,AL,etowah,West Etowah Volunteer Fire Department,35952,al,3174 Warrior Valley Road,205-589-4104
Bankston,AL,fayette,Bankston-Stough Volunteer Fire Department,35542,al,10385 Highway 18,205-932-8245
Fayette,AL,fayette,Belk Town Hall,35555,al,7633 Highway 96,205-932-9292
Berry,AL,fayette,Berry Volunteer Fire Department,35546,al,56 School Avenue,205-689-4744
Berry,AL,fayette,Bolley Volunteer Fire Department,35546,al,197 County Road 83,205-998-3461
Fayette,AL,fayette,Fayette Fire Department,35555,al,118 1st Avenue Northeast,205-932-5311
Bankston,AL,fayette,Fowler Crossroad's Volunteer Fire Department,35542,al,170 Prospect Road,205-932-3873
Glen Allen,AL,fayette,Glen Allen Fire Department,35559,al,164 S Hwy 129 S,205-487-2014
Fayette,AL,fayette,Lane Walnut Voluntr Fire Department,35555,al,7838 Highway 171,205-932-6599
Fayette,AL,fayette,Lawrence Mill Volunteer Fire Department,35555,al,490 Highway 129,205-932-6700
Fayette,AL,fayette,Mayfield Volunteer Fire Department,35555,al,19572 Highway 171,205-330-5757
Fayette,AL,fayette,Mt. Vernon Volunteer Fire Department,35555,al,6169 Highway 18,205-932-8633
Winfield,AL,fayette,Wayside,35594,al,12363 Highway 107,205-487-2941
Russellville,AL,franklin,Belgreen Fire Protection District,35653,al,4325 County Road 524,256-332-4135
Phil Campbell,AL,franklin,Blue Springs Fire Department,35581,al,3001 County Road 75,256-332-8427
Red Bay,AL,franklin,Burnout Water And Fire Protection District,35582,al,75 Hwy 224,256-356-4908
Russellville,AL,franklin,Frankfort Fire Department,35653,al,1886 County Road 41,256-332-6170
Phil Campbell,AL,franklin,Gravel Hill Fire Department,35581,al,3673 Gravel Hill Road,256-332-8427
Hodges,AL,franklin,Hodges Volunteer Fire Department,35571,al,173 County Road 82,205-935-3001
Russellville,AL,franklin,Littleville Volunteer Fire Department,35654,al,1745 Poplar Avenue,256-332-9316
Russellville,AL,franklin,Russellville Fire Department,35653,al,106 East Madison Street,256-332-8761
Russellville,AL,franklin,Tharptown Volunteer Fire Department,35654,al,23 County Road 80,256-332-6990
Vina,AL,franklin,Vina Town Hall,35593,al,7111 Highway 19,256-356-4996
Chancellor,AL,geneva,Bellwood Volunteer Fire Department,36316,al,4945 County Road 45,334-588-3483
Coffee Springs,AL,geneva,Coffee Springs Fire Department,36318,al,103 Main Street,334-684-9962
Slocomb,AL,geneva,Fadette Fire Department,36375,al,5309 Alabama 103,334-886-3333
Samson,AL,geneva,Flat Creek Gainer Hacoda Reese Communities Volunteer Fire Department,36477,al,4245 Alford Road,334-898-1999
Geneva,AL,geneva,Geneva Volunteer Fire Department,36340,al,612 East Magnolia Avenue,334-684-0704
Samson,AL,geneva,Ino Volunteer Fire Department,36477,al,Hwy 134,334-897-5144
Slocomb,AL,geneva,Malvern Community Volunteer Fire & Rescue,36375,al,153 Ward St,334-794-8395
Samson,AL,geneva,Samson Volunteer Fire Department,36477,al,9 North Ripley Street,334-898-2990
Slocomb,AL,geneva,Slocomb Volunteer Fire And Rescue,36375,al,210 E Lawrence Harris Hwy,334-886-3777
Slocomb,AL,geneva,Southern Junction Vol Fire,36375,al,7323 South State Highway 109,334-677-1016
Eutaw,AL,greene,Clinton Volunteer Fire Department,35546,al,58 County Rd 117,205-372-9772
Eutaw,AL,greene,Dollarhide Volunteer Fire Department,35462,al,5450 U.s. 43,205-372-4822
Eutaw,AL,greene,Eutaw Volunteer Fire Department,35462,al,116 Main St,205-372-4934
Forkland,AL,greene,Forkland Fire Department,36740,al,U.s. 43,334-289-4067
Boligee,AL,greene,Lower Gainesville Road Volunteer Fire Department,35443,al,131 Lower Gainesville Rd,205-372-2146
Eutaw,AL,greene,Springfield Volunteer Fire Department,35462,al,194 County Road 208,205-372-0904
Forkland,AL,greene,Steamplant Road Volunteer Fire Department,36740,al,1335 County Road 18,334-289-4894
Eutaw,AL,greene,Town Of Union Volunteer Fire Department,35462,al,Rt 3 Box 300-A,205-372-3498
Akron,AL,hale,Akron Volunteer Fire Department,35441,al,181 1st Ave S,205-372-2585
Gallion,AL,hale,Gallion Volunteer Fire Department,36742,al,101 Gallion Rd,334-289-3777
Greensboro,AL,hale,Greensboro Volunteer Fire Department,36744,al,Main St,334-624-3902
Moundville,AL,hale,Moundville Volunteer Fire Department,35474,al,410 Market Street,205-371-2005
Sawyerville,AL,hale,Sawyerville Volunteer Fire Department,36776,al,PO Box 24,334-624-7351
Abbeville,AL,henry,Abbeville Fire Department,36310,al,201 Bradley Street,334-585-2000
Headland,AL,henry,Headland Fire And Rescue,36345,al,456 East Main Street,334-693-9325
Newville,AL,henry,Marley Mill Volunteer Fire Department,36353,al,3299 Ozark Road,334-774-3312
Newville,AL,henry,Newville Volunteer Fire Department,36353,al,403 Bowden Street,334-889-8008
Abbeville,AL,henry,Screamer Volunteer Fire Department,36310,al,7642 County Road 97,334-585-3403
Shorterville,AL,henry,Shorterville Volunteer Fire Department,36373,al,7879 Alabama 10,234-585-5011
Ashford,AL,houston,Ashford Volunteer Fire Department,36312,al,102 5th Avenue,334-899-5112
Dothan,AL,houston,Bay Springs Fire Department,36305,al,1500 South Bay Springs Road,334-692-5340
Columbia,AL,houston,Columbia Fire Department,36319,al,113 South Main Street,334-696-4417
Cottonwood,AL,houston,Cottonwood Alabama Volunteer Fire Department,36320,al,1386 Metcalf Street,334-691-3112
Cowarts,AL,houston,Cowarts Volunteer Fire Department,36321,al,614 North Broad Street,334-792-8920
Dothan,AL,houston,Dothan Fire Department,36301,al,600 Columbia Highway,334-615-3510
Columbia,AL,houston,Haleburg Fire Department,36319,al,10361 George H Grimsley Highway,334-585-5555
Dothan,AL,houston,Hodgesville Volunteer Fire Department,36301,al,5245 Hodgesville Road,334-677-3101
Kinsey,AL,houston,Kinsey Volunteer Fire Department,36303,al,6188 Walden Drive,334-793-5409
Cottonwood,AL,houston,Madrid Community Volunteer Fire Department,36320,al,829 Decatur Road,334-691-2440
Pansey,AL,houston,Pansey Volunteer Fire Department,36370,al,292 Dixon Road,334-899-5333
Rehobeth,AL,houston,Rehobeth Volunteer Fire Department,36301,al,81 Coleman Road,334-702-8832
Taylor,AL,houston,Taylor Volunteer Fire Department,36301,al,1530 State Route 605,334-678-5773
Webb,AL,houston,Webb Volunteer Fire Department,36376,al,PO Box 202,334-793-6561
Bridgeport,AL,jackson,Bridgeport Volunteer Fire Department,35740,al,103 Spiller Avenue,256-495-2211
Fackler,AL,jackson,Crow Mountain Volunteer Fire Department,35746,al,8548 County Road 39,256-437-2445
Dutton,AL,jackson,Dutton Fire Department,35744,al,69 Brown Town Rd,256-228-6439
Fackler,AL,jackson,Fackler Fire Department,35746,al,29 County Road 45,256-599-6955
Scottsboro,AL,jackson,Hytop Fire & Rescue,35768,al,30334 Highway 79,256-587-3200
Scottsboro,AL,jackson,Limrock - Aspel Volunteer Fire Department,35768,al,3730 County Road 11,256-574-3506
Section,AL,jackson,Macedonia Volunteer Fire Department,35771,al,2552 County Road 38,256-228-3336
Pisgah,AL,jackson,Pisgah Volunteer Fire Department,35765,al,28 Hollie St,256-451-3101
Scottsboro,AL,jackson,Scottsboro Fire Department,35768,al,202 West Appletree Street,256-574-2617
Section,AL,jackson,Section Fire Department,35771,al,340 Main Street South,256-228-3280
Scottsboro,AL,jackson,Skyline Volunteer Fire Department,35768,al,22172 Highway 79,256-587-3977
Langston,AL,jackson,South Sauty Volunteer Fire,35755,al,122 Murphy Hill Drive,256-582-8077
Stevenson,AL,jackson,Stevenson Volunteer Fire Department,35772,al,204 Tennessee Avenue,256-437-3004
Scottsboro,AL,jackson,Swearengin Fire Department,35769,al,5120 Swearengin Road,256-728-4062
Flat Rock,AL,jackson,Tri-Community Fire Department - Flat Rock,35966,al,24467 Highway 71,256-605-6111
Bryant,AL,jackson,Tri-Community Fire Department - Higdon Station,35958,al,29000 Highway 71,256-632-2996
Estillfork,AL,jackson,Valley Iii Fire Department,35745,al,893 County Road 175,256-776-4078
Princeton,AL,jackson,Valley Volunteer Fire Department,35766,al,14621 Highway 65,
Woodville,AL,jackson,Woodville Volunteer Fire Department,35776,al,Hwy 35,256-776-4264
Adger,AL,jefferson,Adger Volunteer Fire Department,35006,al,7276 Johns Road,205-424-6310
Birmingham,AL,jefferson,Alabama Aircraft Industries,35212,al,1943 50th Street North,205-592-0011
Trussville,AL,jefferson,Argo Fire Department,35173,al,8885 Gadsden Highway,205-655-2900
Bessemer,AL,jefferson,Bessemer Fire Department,35020,al,1111 2nd Avenue North,205-428-5151
Birmingham,AL,jefferson,Birmingham Fire Department,35203,al,1808 7th Avenue North,205-254-2052
Bessemer,AL,jefferson,Birmingport Fire District,35023,al,9158 Taylors Ferry Road,205-436-4174
Brookside,AL,jefferson,Brookside Fire Department,35036,al,4199 Municipal Dr,205-674-8205
Warrior,AL,jefferson,Cane Creek Volunteer Fire Department,35180,al,915 Warrior Jasper Road,205-647-2716
Birmingham,AL,jefferson,Centerpoint Fire Department,35215,al,2229 Center Point Parkway,205-853-5098
Brighton,AL,jefferson,City Of Brighton Fire Department,35020,al,3700 Main Street,205-425-8934
Bessemer,AL,jefferson,Concord Fire District,35023,al,6798 Warrior River Road,205-491-1170
Bessemer,AL,jefferson,Eastern Valley Fire Department,35020,al,828 Eastern Valley Road,205-424-0143
Fairfield,AL,jefferson,Fairfield Fire Department,35064,al,5231 Court East,205-787-1679
Birmingham,AL,jefferson,Forestdale Fire District,35214,al,751 Heflin Avenue East,205-798-5611
Fultondale,AL,jefferson,Fultondale Fire And Rescue Service,35068,al,1220 Old Walker Chapel Road,205-841-0075
Gardendale,AL,jefferson,Gardendale Fire And Rescue,35071,al,1811 Decatur Highway,205-631-6600
Graysville,AL,jefferson,Graysville Fire Department,35073,al,246 South Main Street,205-674-5569
McCalla,AL,jefferson,Green Pond Fire Department,35111,al,19629 Eastern Valley Road,205-938-9991
Homewood,AL,jefferson,Homewood Fire Department,35209,al,1903 29th Avenue South,205-332-6154
Hueytown,AL,jefferson,Hueytown Fire Department,35023,al,1318 Hueytown Road,205-491-3587
Beaverton,AL,lamar,Beaverton Volunteer Fire Department,35544,al,12495 U.s. 278,205-698-8101
Millport,AL,lamar,Bethlehem Volunteer Fire Department,35576,al,161 Bill Taylor Rd,
Detroit,AL,lamar,Byrd Volunteer Fire & Rescue Department,35552,al,235 County Hwy 13,205-921-2939
Vernon,AL,lamar,Crossville Fire Department,35592,al,16090 Highway 18,205-695-7372
Sulligent,AL,lamar,Henson Springs Volunteer Fire Department,35586,al,8288 River Road,205-698-8598
Kennedy,AL,lamar,Kennedy Fire Department,35574,al,PO Box 70,205-596-3670
Millport,AL,lamar,Millport Fire Department,35576,al,175 Millport Manor Drive,205-662-4996
Sulligent,AL,lamar,Molly Volunteer Fire Department,35586,al,52 McGill Gin Rd,205-695-7325
Millport,AL,lamar,Star - Sunny Side Volunteer Fire Department,35576,al,County Rd 9,205-645-7628
Sulligent,AL,lamar,Sulligent Volunteer Fire Department,35586,al,5795 U.s. 278,205-698-0434
Vernon,AL,lamar,Vernon Fire Department,35592,al,152 1st Avenue Northwest,205-695-6999
Anderson,AL,lauderdale,Anderson Fire Department,35610,al,7270 Highway 207,256-247-3617
Killen,AL,lauderdale,Center Star Fire District,35645,al,80 Montclair Dr,256-757-1722
Florence,AL,lauderdale,Central Fire Department,35633,al,3276 County Road 6,256-766-3330
Florence,AL,lauderdale,Cloverdale Volunteer Fire Department,35633,al,11370 Highway 157,256-767-0900
Florence,AL,lauderdale,Florence Fire Rescue,35630,al,402 South Wood Avenue,256-760-6475
Anderson,AL,lauderdale,Goodsprings Volunteer Fire Department,35610,al,33634 Highway 99,256-233-7796
Florence,AL,lauderdale,Greenhill Senior Citizens,35634,al,8731 U.s. 43,256-757-3014
Killen,AL,lauderdale,Killen Fire Department,35645,al,217 J C Mauldin Highway,256-757-8170
Lexington,AL,lauderdale,Lexington Volunteer Fire Department,35648,al,PO Box 494,256-229-9997
Florence,AL,lauderdale,Mid Lauderdale Volunteer Fire,35630,al,4500 County Road 47,256-767-2746
Florence,AL,lauderdale,Oakland Volunteer Fire Department,35633,al,5300 County Road 15,256-766-1274
Rogersville,AL,lauderdale,Rogersville Volunteer Fire,35652,al,104 Wheeler Hills Road,256-247-6826
Florence,AL,lauderdale,Underwood-Petersville Volunteer Fire Department,35633,al,4661 Highway 157,256-764-7740
Waterloo,AL,lauderdale,Waterloo Volunteer Fire Department,35677,al,6390 County Road 14,256-766-2266
Florence,AL,lauderdale,Zip City Fire Department,35634,al,9235 Highway 17,256-767-4260
Hillsboro,AL,lawrence,Chalybeate Fire Department,35643,al,69 County Road 296,256-974-9090
Town Creek,AL,lawrence,Hatton Fire Department,35672,al,7144 Highway 101,256-685-0754
Hillsboro,AL,lawrence,Hillsboro Area Volunteer Fire Department,35643,al,17577 Alabama 20,256-637-8311
Moulton,AL,lawrence,Moulton Fire Department,35650,al,902 East Street,256-974-0279
Mount Hope,AL,lawrence,Mount Hope Volunteer Fire Department,35651,al,7676 County Road 23,256-974-8050
Auburn,AL,lee,Auburn Fire Department,36830,al,161 North Ross Street,334-501-3110
Opelika,AL,lee,Beauregard Volunteer Fire Department,36804,al,7450 Highway 51,334-749-2318
Auburn,AL,lee,Farmville Volunteer Fire Department,36830,al,7649 U.S. Highway 280 West,334-821-0011
Opelika,AL,lee,Opelika Fire Department,36801,al,1015 Avenue B,334-705-5300
Opelika,AL,lee,Plainview Volunteer Fire Department,36801,al,101 Lee Road 173,
Salem,AL,lee,Salem Volunteer Fire Department,36874,al,8703 U.s. 280,334-742-9634
Smiths Station,AL,lee,Smiths Station Fire and Rescue - Fire Department station 1,36877,al,50 County Road 430,334-297-7151
Auburn,AL,lee,Southwest Lee County Fire Protection Authority,36832,al,2176 Co Road 137,334-887-8550
Athens,AL,limestone,Athens Fire Department,35611,al,950 West Washington Street,256-233-8710
Athens,AL,limestone,Clements Volunteer Fire Department,35611,al,9158 U.s. 72,256-729-6057
Athens,AL,limestone,East Limestone Volunteer Fire - Rescue,35613,al,15801 East Limestone Road,256-232-5795
Ardmore,AL,limestone,Northwest Madison County Volunteer Fire Department,35739,al,7982 Old Railroad Bed Road,256-420-2909
Athens,AL,limestone,Owens Volunteer Fire Department,35614,al,20413 Tillman Mill Road,256-230-0007
Athens,AL,limestone,Piney Chapel Fire Department,35614,al,22115 Piney Chapel Road,256-233-2300
Madison,AL,limestone,Segers Volunteer Fire Department,35756,al,9229 Segers Road,256-772-3242
Belle Mina,AL,limestone,South Limestone Volunteer Fire Department,35615,al,PO Box 177,256-341-0000
Tanner,AL,limestone,Tanner Volunteer Fire Department,35671,al,11930 Escue Dr,256-232-8997
Madison,AL,limestone,Triana Administrative Offices,35756,al,640 6th Street,256-772-0151
Fort Deposit,AL,lowndes,Fort Deposit Volunteer Fire Department,36032,al,308 Old Fort Road,334-404-4444
Lowndesboro,AL,lowndes,Lowndesboro Volunteer Fire Department,36752,al,3 School Street,334-278-3337
Letohatchee,AL,lowndes,Sandy Ridge Volunteer Fire Department,36047,al,5186 U.s. 31,334-227-4551
Hayneville,AL,lowndes,White Hall Volunteer Fire Department,36040,al,625 White Hall Road,334-875-5703
Franklin,AL,macon,Finchburg Volunteer Fire Department,36444,al,187 Firehouse Road,251-575-2911
Tuskegee,AL,macon,Franklin Volunteer Fire Department,36083,al,1670 Highway 49,334-727-0570
Franklin,AL,macon,Franklin Volunteer Fire Department,36444,al,15664 Highway 41,251-282-4422
Notasulga,AL,macon,Notasulga Fire Department,36866,al,76 West Main Street,334-257-3333
Notasulga,AL,macon,Reel Town Volunteer Fire Department,36866,al,4084 Highway 120,334-257-4403
Tuskegee,AL,macon,Tuskegee Fire Department,36083,al,904 East Martin Luther King Highway,334-724-2185
Tuskegee,AL,macon,Veteran Affairs Fire Department,36083,al,2400 Hospital Road,334-727-3535
Huntsville,AL,madison,Central Volunteer Fire Department,35811,al,3179 Ryland Pike,256-776-9569
Harvest,AL,madison,Harvest Volunteer Fire Department,35749,al,9144 Wall Triana Highway,256-837-5080
Hazel Green,AL,madison,Hazel Green Fire Department,35750,al,121 Joe Quick Road,256-828-0248
